cep,cidade,bairro,logradouro
60130460,Fortaleza/CE,São João do Tauape,Rua Carvalho Júnior
60130470,Fortaleza/CE,São João do Tauape,Vila Gerardo Ribeiro
60130480,Fortaleza/CE,São João do Tauape,Vila Santa Rosa
60130490,Fortaleza/CE,São João do Tauape,Rua Ana Gonçalves
60130492,Fortaleza/CE,São João do Tauape,Rua Morada Nova
60130495,Fortaleza/CE,São João do Tauape,Rua Alex Richard
60130500,Fortaleza/CE,São João do Tauape,Rua Santa Margarida
60130501,Fortaleza/CE,São João do Tauape,Travessa Santa Margarida
60130510,Fortaleza/CE,São João do Tauape,Rua Pompílio Cruz
60130512,Fortaleza/CE,São João do Tauape,Avenida Almirante Henrique Sabóia - de 4692 ao fim - lado par
60130515,Fortaleza/CE,São João do Tauape,Avenida Almirante Henrique Sabóia - de 4691 ao fim - lado ímpar
60130520,Fortaleza/CE,São João do Tauape,Vila Amílcar
60130530,Fortaleza/CE,São João do Tauape,Rua Floro Bartolomeu
60130540,Fortaleza/CE,São João do Tauape,Vila Kiron
60130550,Fortaleza/CE,São João do Tauape,Rua Via Férrea
60130560,Fortaleza/CE,São João do Tauape,Rua Tubarão
60130570,Fortaleza/CE,São João do Tauape,Vila Iracy
60130580,Fortaleza/CE,São João do Tauape,Vila Gorete
60130590,Fortaleza/CE,São João do Tauape,Rua Brás Lopes
60130600,Fortaleza/CE,São João do Tauape,Rua Evaristo Reis
60130610,Fortaleza/CE,São João do Tauape,Travessa Formosa
60130620,Fortaleza/CE,São João do Tauape,Travessa Solange
60130630,Fortaleza/CE,São João do Tauape,Travessa Lisboa
60130640,Fortaleza/CE,São João do Tauape,Travessa Manuel Padilha
60130650,Fortaleza/CE,São João do Tauape,Travessa Social
60130660,Fortaleza/CE,São João do Tauape,Travessa Piancó
60130670,Fortaleza/CE,São João do Tauape,Travessa Keflex
60130680,Fortaleza/CE,São João do Tauape,Vila Melo
60130690,Fortaleza/CE,São João do Tauape,Travessa Progresso
60130700,Fortaleza/CE,São João do Tauape,Rua da Alegria
60130710,Fortaleza/CE,São João do Tauape,Travessa Vila Nova
60130720,Fortaleza/CE,São João do Tauape,Travessa Libertadores
60130730,Fortaleza/CE,São João do Tauape,Travessa Boa Esperança
60130740,Fortaleza/CE,São João do Tauape,Rua Boa Esperança
60130750,Fortaleza/CE,São João do Tauape,Travessa das Oliveiras
60130760,Fortaleza/CE,São João do Tauape,Travessa Singela
60130770,Fortaleza/CE,São João do Tauape,Travessa Zenir
60130780,Fortaleza/CE,São João do Tauape,Travessa Pirapora
60130790,Fortaleza/CE,São João do Tauape,Vila Lacry
60130800,Fortaleza/CE,São João do Tauape,Rua do Alagado
60130820,Fortaleza/CE,São João do Tauape,Rua Aspirante Mendes
60130830,Fortaleza/CE,São João do Tauape,Rua Belisário Távora
60130971,Fortaleza/CE,São João do Tauape,"Avenida Pontes Vieira, 722 "
60130973,Fortaleza/CE,Joaquim Távora,"Avenida Pontes Vieira, 133 "
60130977,Fortaleza/CE,Joaquim Távora,"Avenida Pontes Vieira, 133 "
60131000,Fortaleza/CE,São João do Tauape,Rua Capitão Dakir
60131010,Fortaleza/CE,São João do Tauape,Vila Cury
60131020,Fortaleza/CE,São João do Tauape,Praça Delmiro Gouveia
60131030,Fortaleza/CE,São João do Tauape,Vila Eliane
60131050,Fortaleza/CE,São João do Tauape,Vila Flaviana
60131070,Fortaleza/CE,São João do Tauape,Vila Frota Neto
60131080,Fortaleza/CE,São João do Tauape,Vila Guandu
60131090,Fortaleza/CE,São João do Tauape,Vila Idaial
60131100,Fortaleza/CE,São João do Tauape,Travessa Jacó
60131110,Fortaleza/CE,São João do Tauape,Rua do Canal
60131120,Fortaleza/CE,São João do Tauape,Vila Lindalva
60131130,Fortaleza/CE,Joaquim Távora,Vila Negra
60131140,Fortaleza/CE,São João do Tauape,Travessa Nicássia
60131150,Fortaleza/CE,São João do Tauape,Travessa Oriente
60131160,Fortaleza/CE,São João do Tauape,Rua Ouro Branco
60131170,Fortaleza/CE,São João do Tauape,Vila Petúnia
60131180,Fortaleza/CE,Joaquim Távora,Praça São Lucas
60131190,Fortaleza/CE,Joaquim Távora,Vila São Lucas
60131200,Fortaleza/CE,São João do Tauape,Praça São Luís de Gonzaga
60131210,Fortaleza/CE,São João do Tauape,Vila Sebastião
60131220,Fortaleza/CE,São João do Tauape,Vila Sossego
60131230,Fortaleza/CE,São João do Tauape,Vila Valdir
60131240,Fortaleza/CE,São João do Tauape,Travessa da Alegria
60131250,Fortaleza/CE,Joaquim Távora,Vila São Tiago da Piedade
60131260,Fortaleza/CE,São João do Tauape,Vila Tubarão
60131270,Fortaleza/CE,Joaquim Távora,Travessa Soriano Albuquerque
60131280,Fortaleza/CE,São João do Tauape,Travessa Eliziane
60135000,Fortaleza/CE,Centro,Rua Rocha Lima - até 788/789
60135005,Fortaleza/CE,Centro,Rua Padre Valdevino - até 759 - lado ímpar
60135010,Fortaleza/CE,Centro,Rua João Barreto
60135020,Fortaleza/CE,Joaquim Távora,Vila São Francisco
60135030,Fortaleza/CE,Aldeota,Rua Coronel Leocádio
60135040,Fortaleza/CE,Joaquim Távora,Rua Padre Valdevino - até 1700 - lado par
60135041,Fortaleza/CE,Aldeota,Rua Padre Valdevino - de 761 ao fim - lado ímpar
60135050,Fortaleza/CE,Centro,Rua Rosário
60135060,Fortaleza/CE,Joaquim Távora,Rua João Caminha Muniz
60135070,Fortaleza/CE,Aldeota,Rua Limoeiro do Norte - até 349/350
60135080,Fortaleza/CE,Joaquim Távora,Rua João Brígido
60135088,Fortaleza/CE,Joaquim Távora,Rua Limoeiro do Norte - de 351/352 ao fim
60135090,Fortaleza/CE,Joaquim Távora,Vila Santo Antônio
60135100,Fortaleza/CE,Joaquim Távora,Avenida Antônio Sales - até 1690 - lado par
60135101,Fortaleza/CE,Joaquim Távora,Avenida Antônio Sales - até 1689 - lado ímpar
60135102,Fortaleza/CE,Dionisio Torres,Avenida Antônio Sales - de 1692 a 3408 - lado par
60135110,Fortaleza/CE,Joaquim Távora,Rua Pedra Branca
60135120,Fortaleza/CE,Joaquim Távora,Travessa Coelho
60135130,Fortaleza/CE,Joaquim Távora,Rua Joaquim Torres
60135140,Fortaleza/CE,Joaquim Távora,Rua Adolfo Siqueira
60135141,Fortaleza/CE,Joaquim Távora,Travessa Adolfo Siqueira
60135150,Fortaleza/CE,Joaquim Távora,Rua Aquiles Beviláqua
60135160,Fortaleza/CE,Joaquim Távora,Travessa Aquiles Beviláqua
60135170,Fortaleza/CE,Joaquim Távora,Rua Pinho Pessoa - até 1348/1349
60135180,Fortaleza/CE,Joaquim Távora,Rua Tomás Acioli - até 888/889
60135181,Fortaleza/CE,Joaquim Távora,Travessa Carlos Vasconcelos
60135182,Fortaleza/CE,Joaquim Távora,Vila Carlos Vasconcelos
60135190,Fortaleza/CE,Joaquim Távora,Vila José Correia
60135200,Fortaleza/CE,Dionisio Torres,Rua Assis Chateaubriand
60135203,Fortaleza/CE,Dionisio Torres,Avenida Antônio Sales - de 1691 a 3407 - lado ímpar
60135205,Fortaleza/CE,Dionisio Torres,Rua Pinho Pessoa - de 1350/1351 ao fim
60135206,Fortaleza/CE,Dionisio Torres,Rua Tomás Acioli - de 890/891 ao fim
60135208,Fortaleza/CE,Dionisio Torres,Rua Coronel Alves Teixeira - de 1200/1201 ao fim
60135210,Fortaleza/CE,Dionisio Torres,Travessa Hilnete
60135212,Fortaleza/CE,Dionisio Torres,Rua Doutor Adhemar Braga
60135214,Fortaleza/CE,Dionisio Torres,Rua Capitão Bernardo Melo
60135215,Fortaleza/CE,Dionisio Torres,Rua Francisco Holanda
60135216,Fortaleza/CE,Dionisio Torres,Praça Epitácio Pessoa
60135218,Fortaleza/CE,Dionisio Torres,Rua Joaquim Sá - de 151/152 ao fim
60135220,Fortaleza/CE,Dionisio Torres,Travessa Potiguar
60135222,Fortaleza/CE,Dionisio Torres,Rua Marcondes Pereira - de 700/701 ao fim
60135224,Fortaleza/CE,Dionisio Torres,Travessa Marcondes Pereira
60135225,Fortaleza/CE,Dionisio Torres,Rua Walter Bezerra Sá
60135226,Fortaleza/CE,Dionisio Torres,Rua Júlio Siqueira - de 201/202 ao fim
60135228,Fortaleza/CE,Dionisio Torres,Rua Lívio Barreto - de 235/236 ao fim
60135230,Fortaleza/CE,Dionisio Torres,Rua Benjamim Torres
60135232,Fortaleza/CE,Dionisio Torres,Rua Isac Amaral - até 268/269
60135233,Fortaleza/CE,Dionisio Torres,Rua Antônio Furtado - de 900/901 ao fim
60135237,Fortaleza/CE,Dionisio Torres,Avenida Pontes Vieira - de 991 ao fim - lado ímpar
60135238,Fortaleza/CE,Dionisio Torres,Avenida Pontes Vieira - de 1552 ao fim - lado par
60135240,Fortaleza/CE,Dionisio Torres,Rua Gilberto Rola
60135250,Fortaleza/CE,Joaquim Távora,Vila Jandira
60135253,Fortaleza/CE,Dionisio Torres,Rua Isac Amaral - de 271 ao fim - lado ímpar
60135260,Fortaleza/CE,Joaquim Távora,Rua José Odernes Figueiredo
60135270,Fortaleza/CE,Aldeota,Rua Vicente Linhares - até 1478/1479
60135272,Fortaleza/CE,Aldeota,Avenida Almirante Henrique Sabóia - de 3402 a 4490 - lado par
60135280,Fortaleza/CE,Aldeota,Rua General Tertuliano Potiguara - até 2299/2300
60135281,Fortaleza/CE,Aldeota,Travessa Beni de Carvalho
60135285,Fortaleza/CE,Aldeota,Rua Rocha Lima - de 790/791 ao fim
60135290,Fortaleza/CE,Aldeota,Rua Jornalista Olavo Araújo
60135300,Fortaleza/CE,Aldeota,Rua Santa Cecília
60135305,Fortaleza/CE,Aldeota,Beco da Paizinha
60135310,Fortaleza/CE,Aldeota,Rua do Rosário
60135320,Fortaleza/CE,Aldeota,Rua São Vicente de Paula
60135330,Fortaleza/CE,Aldeota,Rua Santa Inês
60135340,Fortaleza/CE,Aldeota,Rua Monsenhor Antônio Souto
60135345,Fortaleza/CE,Aldeota,Beco do Meio
60135350,Fortaleza/CE,Aldeota,Rua João Paulo II
60135360,Fortaleza/CE,Aldeota,Rua Santa Catarina Laboré
60135370,Fortaleza/CE,Aldeota,Rua da Felicidade
60135380,Fortaleza/CE,Aldeota,Rua da Alegria
60135390,Fortaleza/CE,Aldeota,Rua Verdes Mares
60135400,Fortaleza/CE,Aldeota,Rua Beni Carvalho - até 899 - lado ímpar
60135410,Fortaleza/CE,Dionisio Torres,Rua Dom Expedito Lopes
60135412,Fortaleza/CE,Dionisio Torres,Avenida Almirante Henrique Sabóia - de 4491/4492 a 4689/4690
60135414,Fortaleza/CE,Dionisio Torres,Rua Padre Valdevino - de 1702 ao fim - lado par
60135416,Fortaleza/CE,Dionisio Torres,Rua Beni Carvalho - até 900 - lado par
60135420,Fortaleza/CE,Dionisio Torres,Rua Henriqueta Galeno - até 799/800
60135430,Fortaleza/CE,Dionisio Torres,Rua Professor Francisco Gonçalves - até 1188/1189
60135440,Fortaleza/CE,São João do Tauape,Rua Esau Benício
60135450,Fortaleza/CE,São João do Tauape,Rua São Gabriel - de 200/201 ao fim
60135460,Fortaleza/CE,Dionisio Torres,Rua Israel Bezerra - até 798/799
60135470,Fortaleza/CE,São João do Tauape,Rua Olavo de Oliveira Albuquerque
60135472,Fortaleza/CE,São João do Tauape,Rua Israel Bezerra - de 800/801 ao fim
60135480,Fortaleza/CE,São João do Tauape,Rua Aécio Cabral
60135490,Fortaleza/CE,São João do Tauape,Rua Plínio Câmara
60135500,Fortaleza/CE,São João do Tauape,Travessa Pessoa
60135510,Fortaleza/CE,São João do Tauape,Rua Jucá
60135520,Fortaleza/CE,São João do Tauape,Rua Doutor Edmilson Barros de Oliveira
60135550,Fortaleza/CE,Aldeota,Travessa Aristóteles
60135560,Fortaleza/CE,Dionisio Torres,Praça Barão de Passagem
60135590,Fortaleza/CE,São João do Tauape,Avenida Professor Aderbal Nunes Freire
60135600,Fortaleza/CE,Dionisio Torres,Praça João Dummar
60135620,Fortaleza/CE,Dionisio Torres,Rua Livreiro Edésio
60135640,Fortaleza/CE,São João do Tauape,Rua dos Manguesais
60135642,Fortaleza/CE,São João do Tauape,Rua Leonardo Mota - de 2900/2901 ao fim
60135644,Fortaleza/CE,São João do Tauape,Rua Vicente Leite - de 2600/2601 ao fim
60135645,Fortaleza/CE,São João do Tauape,Rua Santa Terezinha do Menino Jesus e da Sagrada Face
60135650,Fortaleza/CE,Dionisio Torres,Rua Nova Jerusalém
60135660,Fortaleza/CE,Joaquim Távora,Praça da Piedade
60135690,Fortaleza/CE,Dionisio Torres,Praça da Imprensa Chanceler Edson Queiroz
60135900,Fortaleza/CE,Dionisio Torres,"Praça da Imprensa Chanceler Edson Queiroz, s/n "
60135907,Fortaleza/CE,Joaquim Távora,"Rua Padre Valdevino, 150 "
60135971,Fortaleza/CE,Joaquim Távora,"Rua Padre Valdevino, 1046 Loja 1/2 Sala 1 "
60140000,Fortaleza/CE,Centro,Rua Bárbara de Alencar - até 849/850
60140010,Fortaleza/CE,Centro,Vila Bárbara de Alencar
60140020,Fortaleza/CE,Aldeota,Vila Bibiano
60140025,Fortaleza/CE,Aldeota,Rua Bárbara de Alencar - de 851/852 ao fim
60140030,Fortaleza/CE,Aldeota,Vila Julieta
60140032,Fortaleza/CE,Aldeota,Avenida Heraclito Graça - de 918 ao fim - lado par
60140035,Fortaleza/CE,Aldeota,Avenida Heraclito Graça - de 917 ao fim - lado ímpar
60140040,Fortaleza/CE,Aldeota,Vila Veneza
60140045,Fortaleza/CE,Aldeota,Rua Pero Coelho - de 991/992 ao fim
60140050,Fortaleza/CE,Aldeota,Rua Jaguaretama
60140060,Fortaleza/CE,Centro,Avenida Heraclito Graça - até 916 - lado par
60140061,Fortaleza/CE,Centro,Avenida Heraclito Graça - até 915 - lado ímpar
60140070,Fortaleza/CE,Aldeota,Vila São Paulo
60140080,Fortaleza/CE,Aldeota,Rua Medianeira
60140090,Fortaleza/CE,Centro,Vila Ribeiro
60140100,Fortaleza/CE,Centro,Rua Pero Coelho - até 989/990
60140110,Fortaleza/CE,Aldeota,Rua Catão Mamede
60140120,Fortaleza/CE,Aldeota,Rua Carolina Sucupira - até 2494/2495
60140130,Fortaleza/CE,Aldeota,Rua Jovino Guedes
60140140,Fortaleza/CE,Aldeota,Rua João Carvalho
60140150,Fortaleza/CE,Aldeota,Rua Ana Frank
60140155,Fortaleza/CE,Aldeota,Avenida Padre Antônio Tomás - até 2495 - lado ímpar
60140160,Fortaleza/CE,Aldeota,Avenida Padre Antônio Tomás - até 2494 - lado par
60140170,Fortaleza/CE,Centro,Rua Fiuza de Pontes - até 388/389
60140180,Fortaleza/CE,Centro,Vila Rei Cristo
60140190,Fortaleza/CE,Aldeota,Rua Afonso Celso
60140195,Fortaleza/CE,Aldeota,Rua Fiuza de Pontes - de 390/391 ao fim
60140200,Fortaleza/CE,Aldeota,Rua Paula Ney
60140220,Fortaleza/CE,Centro,Vila Paraíba
60140230,Fortaleza/CE,Aldeota,Avenida Júlio Ventura - lado par
60140231,Fortaleza/CE,Aldeota,Avenida Júlio Ventura - lado ímpar
60140973,Fortaleza/CE,Aldeota,"Avenida Padre Antônio Tomás, 847 "
60150000,Fortaleza/CE,Centro,Rua Pinto Madeira - até 1098/1099
60150010,Fortaleza/CE,Centro,Rua Porangá
60150015,Fortaleza/CE,Centro,Rua Padre Luís Figueira - até 229/230
60150020,Fortaleza/CE,Centro,Rua Ubajara
60150030,Fortaleza/CE,Aldeota,Rua General Joaquim de Andrade
60150040,Fortaleza/CE,Aldeota,Rua Alfredo Severo
60150050,Fortaleza/CE,Aldeota,Rua Júlio Ventura
60150051,Fortaleza/CE,Aldeota,Vila Ventura
60150055,Fortaleza/CE,Aldeota,Rua Pinto Madeira - de 1100/1101 ao fim
60150060,Fortaleza/CE,Aldeota,Rua Torres Câmara
60150070,Fortaleza/CE,Aldeota,Vila Pita
60150080,Fortaleza/CE,Aldeota,Rua Jorge da Rocha
60150090,Fortaleza/CE,Aldeota,Rua Sabino Pires
60150100,Fortaleza/CE,Aldeota,Rua Eduardo Garcia
60150110,Fortaleza/CE,Centro,Rua Franklin Távora
60150120,Fortaleza/CE,Aldeota,Rua Padre Luís Figueira - de 231/232 ao fim
60150130,Fortaleza/CE,Aldeota,Vila Tavares
60150140,Fortaleza/CE,Aldeota,Rua Eduardo Salgado
60150150,Fortaleza/CE,Aldeota,Rua Desembargador Leite Albuquerque
60150160,Fortaleza/CE,Centro,Avenida Santos Dumont - até 978/979
60150161,Fortaleza/CE,Aldeota,Avenida Santos Dumont - de 980/981 a 2398/2399
60150162,Fortaleza/CE,Aldeota,Avenida Santos Dumont - de 2400 a 4998 - lado par
60150165,Fortaleza/CE,Aldeota,Avenida Santos Dumont - de 2401 a 4999 - lado ímpar
60150170,Fortaleza/CE,Aldeota,Rua Maria Tomásia
60150180,Fortaleza/CE,Varjota,Rua Alfredo Ladislau
60150190,Fortaleza/CE,Aldeota,Rua Marcos Macêdo
60150200,Fortaleza/CE,Varjota,Rua Osório Palmella
60150240,Fortaleza/CE,Centro,Rua Joaquim Deodato
60150270,Fortaleza/CE,Aldeota,Galeria Nice
60150280,Fortaleza/CE,Aldeota,Rua Norvinda Pires
60150290,Fortaleza/CE,Centro,Vila Roberto Ferreira
60150320,Fortaleza/CE,Centro,Praça da Bandeira
60150330,Fortaleza/CE,Centro,Praça Figueira de Melo
60150900,Fortaleza/CE,Aldeota,"Avenida Santos Dumont, 3665 "
60150970,Fortaleza/CE,Aldeota,"Rua Maria Tomásia, 683 "
60150971,Fortaleza/CE,Aldeota,"Rua Maria Tomásia, 683 "
60150973,Fortaleza/CE,Aldeota,"Avenida Santos Dumont, 1740 Loja 1 "
60160000,Fortaleza/CE,Meireles,Rua Padre Climério - de 131/132 ao fim
60160010,Fortaleza/CE,Meireles,Rua Padre Pita
60160020,Fortaleza/CE,Meireles,Rua José Agostinho
60160030,Fortaleza/CE,Centro,Rua Alfredo Prudente
60160035,Fortaleza/CE,Centro,Rua Padre Climério - até 129/130
60160040,Fortaleza/CE,Centro,Rua Tenente Benévolo - até 889/890
60160041,Fortaleza/CE,Meireles,Rua Tenente Benévolo - de 891/892 ao fim
60160045,Fortaleza/CE,Meireles,Rua Pereira Filgueiras - de 1001 ao fim - lado ímpar
60160050,Fortaleza/CE,Meireles,Vila Bachá
60160060,Fortaleza/CE,Meireles,Rua Deputado Moreira da Rocha
60160070,Fortaleza/CE,Meireles,Rua Antonele Bezerra
60160080,Fortaleza/CE,Meireles,Rua Thomaz Pompeu
60160090,Fortaleza/CE,Meireles,Rua Tenente Amauri Pio
60160100,Fortaleza/CE,Meireles,Rua Doutor Castro Medeiros
60160101,Fortaleza/CE,Meireles,Travessa das Três Bocas
60160110,Fortaleza/CE,Meireles,Rua Ana Bilhar - até 1298/1299
60160120,Fortaleza/CE,Meireles,Rua Canuto de Aguiar
60160130,Fortaleza/CE,Varjota,Rua Tavares Coutinho
60160140,Fortaleza/CE,Meireles,Rua República do Líbano - até 1199/1200
60160150,Fortaleza/CE,Centro,Rua Pereira Filgueiras - até 999/1000
60160160,Fortaleza/CE,Centro,Travessa Castro Alves
60160170,Fortaleza/CE,Centro,Vila José Meneleu
60160180,Fortaleza/CE,Meireles,Rua Acaraú
60160190,Fortaleza/CE,Aldeota,Rua Mombaca
60160194,Fortaleza/CE,Aldeota,Rua Pereira Filgueiras - de 1002 ao fim - lado par
60160196,Fortaleza/CE,Aldeota,Avenida Dom Luís - lado par
60160200,Fortaleza/CE,Aldeota,Rua Isac Meyer
60160210,Fortaleza/CE,Meireles,Rua Melquíades Pinto
60160220,Fortaleza/CE,Meireles,Rua Itaicaba
60160230,Fortaleza/CE,Meireles,Avenida Dom Luís - lado ímpar
60160240,Fortaleza/CE,Varjota,Avenida Júlio Abreu
60160250,Fortaleza/CE,Meireles,Rua Pereira Valente - até 1344/1345
60160260,Fortaleza/CE,Varjota,Rua Eduardo Sabóia
60160270,Fortaleza/CE,Varjota,Travessa Carlos Jataí
60160280,Fortaleza/CE,Centro,Rua Costa Barros - até 998/999
60160281,Fortaleza/CE,Aldeota,Rua Costa Barros - de 1000/1001 ao fim
60160300,Fortaleza/CE,Aldeota,Vila Manoel Cavalcante
60160310,Fortaleza/CE,Meireles,Praça Adriano Jorge Vieira Braun
60160320,Fortaleza/CE,Varjota,Vila Del Vécio
60160330,Fortaleza/CE,Varjota,Rua Paulo Morais
60160340,Fortaleza/CE,Meireles,Vila Rosa
60165010,Fortaleza/CE,Centro,Avenida Monsenhor Tabosa - até 746 - lado par
60165011,Fortaleza/CE,Praia de Iracema,Avenida Monsenhor Tabosa - até 745 - lado ímpar
60165030,Fortaleza/CE,Centro,Rua Patriolino Aguiar
60165040,Fortaleza/CE,Centro,Vila Maia
60165050,Fortaleza/CE,Meireles,Avenida Historiador Raimundo Girão - de 431/432 ao fim
60165060,Fortaleza/CE,Meireles,Rua Francisco Virgílio Vasconcelos
60165065,Fortaleza/CE,Meireles,Avenida Monsenhor Tabosa - de 747 ao fim - lado ímpar
60165068,Fortaleza/CE,Meireles,Avenida Monsenhor Tabosa - de 748 ao fim - lado par
60165070,Fortaleza/CE,Meireles,Rua Silva Jatahy
60165075,Fortaleza/CE,Meireles,Avenida da Abolição - até 2691 - lado ímpar
60165078,Fortaleza/CE,Meireles,Avenida da Abolição - de 2694 a 3398 - lado par
60165080,Fortaleza/CE,Meireles,Avenida da Abolição - até 2690 - lado par
60165081,Fortaleza/CE,Meireles,Avenida da Abolição - de 2693 a 3399 - lado ímpar
60165082,Fortaleza/CE,Mucuripe,Avenida da Abolição - de 3400 ao fim - lado par
60165083,Fortaleza/CE,Mucuripe,Rua Esplanada do Mucuripe
60165085,Fortaleza/CE,Mucuripe,Avenida da Abolição - de 3401 ao fim - lado ímpar
60165090,Fortaleza/CE,Meireles,Avenida Antônio Justa - até 3529/3530
60165100,Fortaleza/CE,Meireles,Rua Barbalha
60165110,Fortaleza/CE,Meireles,Rua Juazeiro do Norte
60165120,Fortaleza/CE,Meireles,Avenida Beira Mar - de 941/942 a 3498/3499
60165121,Fortaleza/CE,Mucuripe,Avenida Beira Mar - de 3500/3501 ao fim
60165130,Fortaleza/CE,Mucuripe,Travessa Bauxita
60165140,Fortaleza/CE,Mucuripe,Rua Alfredo - Rei da Peixada
60165150,Fortaleza/CE,Mucuripe,Vila Delmar
60165160,Fortaleza/CE,Meireles,Vila Ivanise
60165170,Fortaleza/CE,Mucuripe,Rua Senador Machado
60165171,Fortaleza/CE,Mucuripe,Rua Jurema
60165175,Fortaleza/CE,Mucuripe,Rua Arquiteto Hemílio Hinko
60165180,Fortaleza/CE,Mucuripe,Rua da Paz
60165190,Fortaleza/CE,Mucuripe,Travessa João Arruda
60165200,Fortaleza/CE,Mucuripe,Rua João Arruda
60165210,Fortaleza/CE,Mucuripe,Rua Doutor José Frota
60165220,Fortaleza/CE,Mucuripe,Rua Irmã Simas
60165225,Fortaleza/CE,Mucuripe,Rua Castro Monte - até 179/180
60165230,Fortaleza/CE,Mucuripe,Avenida Álvaro Correia
60165240,Fortaleza/CE,Mucuripe,Travessa Álvaro Correia
60165245,Fortaleza/CE,Mucuripe,Rua Doutor Alísio Mamede - até 148/149
60165248,Fortaleza/CE,Mucuripe,Rua Meruoca - até 98/99
60165250,Fortaleza/CE,Mucuripe,Vila Pereira Filho
60165260,Fortaleza/CE,Mucuripe,Rua Jaime Vasconcelos
60165270,Fortaleza/CE,Mucuripe,Rua Doutor José Lino - lado ímpar
60165280,Fortaleza/CE,Mucuripe,Vila Zé de Lima
60165290,Fortaleza/CE,Mucuripe,Rua São Paulo
60165300,Fortaleza/CE,Mucuripe,Rua Bruno Barbosa
60165310,Fortaleza/CE,Mucuripe,Rua Pedro Moura
60165311,Fortaleza/CE,Mucuripe,Rua Tejolo
60165320,Fortaleza/CE,Mucuripe,Rua Paulo de Castro
60165330,Fortaleza/CE,Mucuripe,Rua Três Passos
60165340,Fortaleza/CE,Mucuripe,Rua Recanto Alegre
60165350,Fortaleza/CE,Mucuripe,Rua São Domingos
60165360,Fortaleza/CE,Mucuripe,Vila São Maurício
60165370,Fortaleza/CE,Mucuripe,Vila Vitoriano
60165380,Fortaleza/CE,Mucuripe,Rua Antônio Nicolau
60165390,Fortaleza/CE,Mucuripe,Vila Bonanza
60165400,Fortaleza/CE,Mucuripe,Rua Brizamar
60165410,Fortaleza/CE,Mucuripe,Rua Carmem Filgueira
60165420,Fortaleza/CE,Mucuripe,Travessa Ciranda
60165430,Fortaleza/CE,Mucuripe,Rua Francisco Dias Ribeiro
60165440,Fortaleza/CE,Mucuripe,Praça da Confiança
60165450,Fortaleza/CE,Mucuripe,Rua Cumari
60165460,Fortaleza/CE,Mucuripe,Vila Doutor Lourenço
60165470,Fortaleza/CE,Mucuripe,Vila Gilmar
60165480,Fortaleza/CE,Mucuripe,Praça da Independência
60165490,Fortaleza/CE,Mucuripe,Vila Irismar
60165500,Fortaleza/CE,Mucuripe,Praça dos Jangadeiros
60165510,Fortaleza/CE,Mucuripe,Rua José Joaquim
60165520,Fortaleza/CE,Mucuripe,Travessa Linhares
60165540,Fortaleza/CE,Mucuripe,Rua Luís Ribeiro
60165550,Fortaleza/CE,Mucuripe,Vila Mirassol
60165560,Fortaleza/CE,Mucuripe,Praça Moreira de Sousa
60165973,Fortaleza/CE,Meireles,"Avenida Beira Mar, 3960 Loja 4 "
60170000,Fortaleza/CE,Meireles,Avenida Desembargador Moreira - até 900 - lado par
60170001,Fortaleza/CE,Aldeota,Avenida Desembargador Moreira - de 901 a 2119 - lado ímpar
60170002,Fortaleza/CE,Aldeota,Avenida Desembargador Moreira - de 902 a 2120 - lado par
60170010,Fortaleza/CE,Aldeota,Praça Portugal
60170020,Fortaleza/CE,Meireles,Rua Barbosa de Freitas - até 899/900
60170021,Fortaleza/CE,Aldeota,Rua Barbosa de Freitas - de 901/902 a 2059/2060
60170030,Fortaleza/CE,Dionisio Torres,Rua Geraldo F. de Lima
60170040,Fortaleza/CE,Meireles,Rua Leonardo Mota - até 899/900
60170041,Fortaleza/CE,Aldeota,Rua Leonardo Mota - de 901/902 a 2149/2150
60170050,Fortaleza/CE,Meireles,Rua Francisco Porfírio da Ponte
60170055,Fortaleza/CE,Meireles,Avenida Desembargador Moreira - até 899 - lado ímpar
60170060,Fortaleza/CE,Meireles,Rua Paula Barros
60170070,Fortaleza/CE,Aldeota,Vila Professor Fernandes
60170075,Fortaleza/CE,Aldeota,Rua Coronel Linhares - de 761/762 a 1989/1990
60170078,Fortaleza/CE,Aldeota,Avenida Senador Virgílio Távora - de 892 a 2190 - lado par
60170079,Fortaleza/CE,Aldeota,Avenida Senador Virgílio Távora - de 891 a 2189 - lado ímpar
60170080,Fortaleza/CE,Aldeota,Rua Joaquim Siqueira
60170090,Fortaleza/CE,Dionisio Torres,Rua Raimundo Resende
60170100,Fortaleza/CE,São João do Tauape,Rua Sítio Mel
60170110,Fortaleza/CE,São João do Tauape,Rua Santa Esmeralda
60170120,Fortaleza/CE,São João do Tauape,Rua Major Virgílio Borba
60170125,Fortaleza/CE,São João do Tauape,Travessa Major Virgílio Borba
60170130,Fortaleza/CE,São João do Tauape,Rua Sítio Cedro
60170140,Fortaleza/CE,Dionisio Torres,Rua João Emídio da Silveira
60170150,Fortaleza/CE,Meireles,Rua Vicente Leite - até 879/880
60170151,Fortaleza/CE,Aldeota,Rua Vicente Leite - de 881/882 a 1989/1990
60170160,Fortaleza/CE,Aldeota,Travessa Vicente Leite
60170170,Fortaleza/CE,Dionisio Torres,Rua Fotógrafo Ribeiro
60170172,Fortaleza/CE,Dionisio Torres,Avenida Desembargador Moreira - de 2122 ao fim - lado par
