cep,cidade,bairro,logradouro
60170173,Fortaleza/CE,Dionisio Torres,Avenida Desembargador Moreira - de 2121 ao fim - lado ímpar
60170174,Fortaleza/CE,Dionisio Torres,Rua Barbosa de Freitas - de 2061/2062 ao fim
60170176,Fortaleza/CE,Dionisio Torres,Rua Leonardo Mota - de 2151/2152 a 2898/2899
60170180,Fortaleza/CE,Dionisio Torres,Rua Otoni Façanha de Sá
60170185,Fortaleza/CE,Dionisio Torres,Rua Vicente Leite - de 1991/1992 a 2598/2599
60170190,Fortaleza/CE,Dionisio Torres,Rua Araken Silva
60170192,Fortaleza/CE,Dionisio Torres,Avenida Senador Virgílio Távora - de 2192 ao fim - lado par
60170195,Fortaleza/CE,Dionisio Torres,Rua Coronel Jucá - de 1691/1692 ao fim
60170198,Fortaleza/CE,Dionisio Torres,Rua Monsenhor Catão - de 1691/1692 ao fim
60170200,Fortaleza/CE,Dionisio Torres,Rua Leonel de Borba
60170210,Fortaleza/CE,Meireles,Rua José Napoleão
60170211,Fortaleza/CE,Meireles,Vila Antônio
60170220,Fortaleza/CE,Meireles,Rua Júlio Ibiapina
60170230,Fortaleza/CE,Meireles,Travessa José Napoleão
60170240,Fortaleza/CE,Meireles,Rua Coronel Linhares - até 759/760
60170241,Fortaleza/CE,Dionisio Torres,Rua Coronel Linhares - de 1991/1992 ao fim
60170250,Fortaleza/CE,Meireles,Avenida Senador Virgílio Távora - até 890 - lado par
60170251,Fortaleza/CE,Dionisio Torres,Avenida Senador Virgílio Távora - de 2191 ao fim - lado ímpar
60170260,Fortaleza/CE,Meireles,Rua Meimei
60170265,Fortaleza/CE,Meireles,Avenida Senador Virgílio Távora - até 889 - lado ímpar
60170270,Fortaleza/CE,Meireles,Travessa Estados Unidos
60170280,Fortaleza/CE,Aldeota,Rua Doutor Mário dos Martins Coelho
60170285,Fortaleza/CE,Aldeota,Rua Professor Dias da Rocha - de 671/672 a 1998/1999
60170288,Fortaleza/CE,Aldeota,Rua Coronel Jucá - de 431/432 a 1689/1690
60170290,Fortaleza/CE,Aldeota,Rua Poeta Napoleão Menezes
60170300,Fortaleza/CE,Dionisio Torres,Rua Brigadeiro Correia de Melo
60170310,Fortaleza/CE,Meireles,Rua Professor Dias da Rocha - até 669/670
60170311,Fortaleza/CE,Dionisio Torres,Rua Professor Dias da Rocha - de 2000/2001 ao fim
60170320,Fortaleza/CE,Meireles,Rua Coronel Jucá - até 429/430
60170330,Fortaleza/CE,Aldeota,Rua Trinta e Um de Outubro
60170340,Fortaleza/CE,Dionisio Torres,Vila Aracanga
60170350,Fortaleza/CE,Dionisio Torres,Praça Arquiteto Rogério de Sousa Froes
60170360,Fortaleza/CE,Aldeota,Vila Caculé
60170370,Fortaleza/CE,Aldeota,Vila do Carmo
60170390,Fortaleza/CE,Aldeota,Vila Eduardo
60170400,Fortaleza/CE,Aldeota,Praça General Eudoro Correia
60170420,Fortaleza/CE,Dionisio Torres,Vila Santa Celene
60170430,Fortaleza/CE,Dionisio Torres,Rua Laércio Acioly
60170450,Fortaleza/CE,Dionisio Torres,Travessa Ladi
60170460,Fortaleza/CE,Papicu,Rua Aragão Fontenele
60170900,Fortaleza/CE,Dionisio Torres,"Avenida Desembargador Moreira, 2807 "
60170901,Fortaleza/CE,Aldeota,"Rua Leonardo Mota, 1300 "
60170971,Fortaleza/CE,Aldeota,"Avenida Senador Virgílio Távora, 999 Loja 07 "
60175000,Fortaleza/CE,Aldeota,Rua Monsenhor Catão - até 1689/1690
60175005,Fortaleza/CE,Papicu,Rua Joaquim Lima - até 99997/99998
60175010,Fortaleza/CE,Aldeota,Travessa Monsenhor Catão
60175015,Fortaleza/CE,Papicu,Rua Tenente Salviano Lopes
60175020,Fortaleza/CE,Aldeota,Rua Fonseca Lobo
60175025,Fortaleza/CE,Papicu,Rua Coronel João Cidrão
60175030,Fortaleza/CE,Aldeota,Rua Arquiteto João Braga Lima
60175035,Fortaleza/CE,Papicu,Rua Senador Carlos Jereissati
60175040,Fortaleza/CE,Meireles,Rua Frederico Borges - até 769/770
60175045,Fortaleza/CE,Papicu,Rua Pereira de Miranda - até 99997/99998
60175047,Fortaleza/CE,Papicu,Avenida Santos Dumont - de 5001 a 5779 - lado ímpar
60175050,Fortaleza/CE,Meireles,Vila José Luís
60175051,Fortaleza/CE,Papicu,Vila Santo Amaro
60175053,Fortaleza/CE,Papicu,Avenida Santos Dumont - de 5781 a 6869 - lado ímpar
60175054,Fortaleza/CE,Papicu,Galeria São Severino
60175055,Fortaleza/CE,Papicu,Rua Desembargador Lauro Nogueira - até 849/850
60175057,Fortaleza/CE,Papicu,Avenida Santos Dumont - de 6871 a 7701 - lado ímpar
60175060,Fortaleza/CE,Aldeota,Rua Marechal Rondon
60175065,Fortaleza/CE,Papicu,Travessa Urbana
60175070,Fortaleza/CE,Meireles,Rua Frei Mansueto - até 1330 - lado par
60175075,Fortaleza/CE,Papicu,Vila Bacabal
60175080,Fortaleza/CE,Aldeota,Rua Tomás Rodrigues
60175082,Fortaleza/CE,Aldeota,Rua Frei Mansueto - de 1332 ao fim - lado par
60175084,Fortaleza/CE,Aldeota,Rua Frederico Borges - de 771/772 ao fim
60175085,Fortaleza/CE,Papicu,Travessa Santa Maria
60175090,Fortaleza/CE,Varjota,Rua Delmiro Gouveia
60175095,Fortaleza/CE,Papicu,Vila Padre Hoes
60175100,Fortaleza/CE,Varjota,Rua Pedro Rufino
60175105,Fortaleza/CE,Papicu,Vila Dores
60175110,Fortaleza/CE,Mucuripe,Rua Manuel Jacaré
60175115,Fortaleza/CE,Papicu,Travessa Cibele
60175120,Fortaleza/CE,Mucuripe,Vila Alba
60175125,Fortaleza/CE,Papicu,Vila Madureira
60175130,Fortaleza/CE,Mucuripe,Rua Artur Façanha
60175135,Fortaleza/CE,Papicu,Rua Professor Sila Ribeiro
60175140,Fortaleza/CE,Varjota,Travessa Delmiro Gouveia
60175145,Fortaleza/CE,Papicu,Rua Eduardo Sabóia
60175150,Fortaleza/CE,Varjota,Rua Augusto Azevedo
60175155,Fortaleza/CE,Papicu,Rua Helena Maria
60175157,Fortaleza/CE,Varjota,Rua Frei Mansueto - de 631 ao fim - lado ímpar
60175160,Fortaleza/CE,Varjota,Rua General Eurico
60175165,Fortaleza/CE,Papicu,Rua Mônica
60175170,Fortaleza/CE,Varjota,Rua Padre Aluísio
60175175,Fortaleza/CE,Papicu,Rua Raimundo Oliveira Filho
60175177,Fortaleza/CE,Papicu,Rua Juiz Renato Silva
60175180,Fortaleza/CE,Mucuripe,Vila Amorim
60175185,Fortaleza/CE,Mucuripe,Rua Frei Mansueto - até 629 - lado ímpar
60175190,Fortaleza/CE,Mucuripe,Rua Nossa Senhora da Saúde
60175195,Fortaleza/CE,Papicu,Rua André Dall'Olio
60175196,Fortaleza/CE,Papicu,Vila Coutinho
60175200,Fortaleza/CE,Varjota,Travessa Castro Monte
60175201,Fortaleza/CE,Mucuripe,Vila Arraial
60175205,Fortaleza/CE,Papicu,Rua Riachuelo
60175210,Fortaleza/CE,Varjota,Rua Oito de Setembro
60175214,Fortaleza/CE,Varjota,Rua Manuel Jesuíno - de 501/502 ao fim
60175215,Fortaleza/CE,Papicu,Vila Suez
60175218,Fortaleza/CE,Varjota,Rua Pereira Valente - de 1346/1347 ao fim
60175220,Fortaleza/CE,Varjota,Rua General Dutra
60175222,Fortaleza/CE,Varjota,Rua República do Líbano - de 1201/1202 ao fim
60175224,Fortaleza/CE,Varjota,Rua Ana Bilhar - de 1300/1301 ao fim
60175225,Fortaleza/CE,Papicu,Travessa Pelotas
60175230,Fortaleza/CE,Varjota,Rua Castro Monte - de 181/182 ao fim
60175231,Fortaleza/CE,Varjota,Rua São Gerardo
60175235,Fortaleza/CE,Papicu,Vila Solange
60175240,Fortaleza/CE,Varjota,Vila São Bento
60175245,Fortaleza/CE,Papicu,Rua Cunha Barbosa
60175250,Fortaleza/CE,Varjota,Rua Hilton Santos
60175255,Fortaleza/CE,Papicu,Travessa Rio Claro
60175260,Fortaleza/CE,Varjota,Rua do Lito
60175265,Fortaleza/CE,Papicu,Rua Ramos Botelho
60175270,Fortaleza/CE,Mucuripe,Rua Manuel Jesuíno - até 499/500
60175275,Fortaleza/CE,Papicu,Travessa Manágua
60175280,Fortaleza/CE,Mucuripe,Rua Umari
60175285,Fortaleza/CE,Papicu,Travessa Umirim
60175290,Fortaleza/CE,Mucuripe,Travessa Setúbal
60175295,Fortaleza/CE,Papicu,Rua Ávila Goulart
60175300,Fortaleza/CE,Mucuripe,Rua Sapure
60175305,Fortaleza/CE,Papicu,Rua Augusto Lessa
60175310,Fortaleza/CE,Varjota,Rua Doutor Alísio Mamede - de 150/151 ao fim
60175315,Fortaleza/CE,Papicu,Rua Ivanuel Bacchiegga
60175320,Fortaleza/CE,Mucuripe,Vila Ramos Deta
60175325,Fortaleza/CE,Papicu,Rua José Ferreira de Pontes
60175330,Fortaleza/CE,Varjota,Rua Canindé
60175335,Fortaleza/CE,Papicu,Rua Tarcísio Bonfim
60175340,Fortaleza/CE,Varjota,Rua Meruoca - de 100/101 ao fim
60175341,Fortaleza/CE,Varjota,Rua Mestre Jerônimo
60175345,Fortaleza/CE,Papicu,Rua do Badalo
60175350,Fortaleza/CE,Mucuripe,Rua Juvêncio Vasconcelos
60175351,Fortaleza/CE,Mucuripe,Travessa das Gameleiras
60175355,Fortaleza/CE,Papicu,Rua Carlos Barbosa
60175360,Fortaleza/CE,Mucuripe,Rua Santana
60175365,Fortaleza/CE,Papicu,Vila Tutuia
60175370,Fortaleza/CE,Mucuripe,Travessa Santana
60175375,Fortaleza/CE,Papicu,Rua Alfeu Aboim
60175380,Fortaleza/CE,Mucuripe,Rua Capilé
60175385,Fortaleza/CE,Papicu,Vila Nossa
60175390,Fortaleza/CE,Mucuripe,Rua Olga Barroso
60175395,Fortaleza/CE,Papicu,Avenida Engenheiro Alberto Sá - lado par
60175400,Fortaleza/CE,Mucuripe,Rua Doutor Raul Barbosa
60175405,Fortaleza/CE,Papicu,Rua Nova Petrópolis
60175410,Fortaleza/CE,Varjota,Avenida Desembargador Colombo de Sousa
60175415,Fortaleza/CE,Papicu,Rua Fausto Cabral
60175420,Fortaleza/CE,Mucuripe,Rua Via Férrea Mucuripe
60175422,Fortaleza/CE,Varjota,Avenida Almirante Henrique Sabóia - de 2366 a 3400 - lado par
60175425,Fortaleza/CE,Varjota,Avenida Antônio Justa - de 3591/3592 ao fim
60175426,Fortaleza/CE,Varjota,Rua Doutor José Lino - lado par
60175430,Fortaleza/CE,Varjota,Vila João Paulo da Silva
60175440,Fortaleza/CE,Mucuripe,Avenida dos Jangadeiros
60175442,Fortaleza/CE,Mucuripe,Avenida Almirante Henrique Sabóia - até 2364 - lado par
60175450,Fortaleza/CE,Mucuripe,Vila Sambura
60175460,Fortaleza/CE,Mucuripe,Vila Ticiano
60175470,Fortaleza/CE,Mucuripe,Travessa dos Jangadeiros
60175480,Fortaleza/CE,Mucuripe,Rua Córrego das Flores
60175490,Fortaleza/CE,Mucuripe,Vila Nonato Prado
60175500,Fortaleza/CE,Mucuripe,Rua São João do Mucuripe
60175510,Fortaleza/CE,Mucuripe,Travessa São João
60175520,Fortaleza/CE,Mucuripe,Rua do Luar
60175530,Fortaleza/CE,Mucuripe,Travessa Praiana
60175540,Fortaleza/CE,Mucuripe,Rua Córrego Bonito
60175550,Fortaleza/CE,Mucuripe,Rua Doutor Luiz Costa
60175551,Fortaleza/CE,Mucuripe,Rua Luís Tibúrcio
60175552,Fortaleza/CE,Mucuripe,Rua Osmundo Cavalcante de Oliveira
60175553,Fortaleza/CE,Mucuripe,Rua Jangadeiro
60175555,Fortaleza/CE,Mucuripe,Travessa Osmundo Cavalcante de Oliveira
60175560,Fortaleza/CE,Mucuripe,Rua São Luís do Curu
60175570,Fortaleza/CE,Mucuripe,Rua do Trabalho
60175571,Fortaleza/CE,Mucuripe,Travessa Barreto
60175572,Fortaleza/CE,Mucuripe,Vila Maria
60175580,Fortaleza/CE,Mucuripe,Rua Alto Alegre
60175590,Fortaleza/CE,Mucuripe,Travessa Mirandolina
60175600,Fortaleza/CE,Mucuripe,Rua Maria Carvalho
60175620,Fortaleza/CE,Mucuripe,Vila Sabino Sales
60175630,Fortaleza/CE,Mucuripe,Vila Vista Verde
60175640,Fortaleza/CE,Mucuripe,Vila Sotero
60175646,Fortaleza/CE,Papicu,Rua Prisco Bezerra - de 2000/2001 ao fim
60175652,Fortaleza/CE,Papicu,Avenida Engenheiro Santana Júnior - de 446 a 1444 - lado par
60175653,Fortaleza/CE,Papicu,Avenida Almirante Henrique Sabóia - de 2501 a 3469 - lado ímpar
60175655,Fortaleza/CE,Papicu,Rua Letícia Braga
60175657,Fortaleza/CE,Papicu,Avenida Engenheiro Santana Júnior - de 447 a 1443 - lado ímpar
60175660,Fortaleza/CE,Papicu,Rua Emanuel
60175670,Fortaleza/CE,Papicu,Rua Bruno Epaminondas de Oliveira
60175675,Fortaleza/CE,Papicu,Vila do Amparo
60175680,Fortaleza/CE,Papicu,Rua André Luís
60175685,Fortaleza/CE,Papicu,Vila Antônio Chacon
60175690,Fortaleza/CE,Papicu,Travessa Paris
60175695,Fortaleza/CE,Papicu,Rua Antônio Serafim
60175700,Fortaleza/CE,Papicu,Vila Pintassilgo
60175705,Fortaleza/CE,Papicu,Rua Ari Barroso
60175710,Fortaleza/CE,Papicu,Vila Guaxupé
60175725,Fortaleza/CE,Papicu,Vila Bagatelle
60175735,Fortaleza/CE,Papicu,Vila Benedita
60175742,Fortaleza/CE,Papicu,Rua Valdetário Mota - de 410/411 a 1268/1269
60175745,Fortaleza/CE,Papicu,Travessa Brandão
60175755,Fortaleza/CE,Papicu,Vila Chacon
60175765,Fortaleza/CE,Papicu,Vila Cremosa
60175775,Fortaleza/CE,Papicu,Vila Daniel
60175782,Fortaleza/CE,Papicu,Rua Júlio Azevedo - de 380/381 a 1338/1339
60175785,Fortaleza/CE,Papicu,Vila Dorita
60175790,Fortaleza/CE,Papicu,Travessa Guarani
60175815,Fortaleza/CE,Papicu,Vila Jeane
60175825,Fortaleza/CE,Papicu,Travessa Marquês de Olinda
60175832,Fortaleza/CE,Papicu,Rua José Carlos Gurgel Nogueira - de 211/212 ao fim
60175835,Fortaleza/CE,Papicu,Travessa Novo Jardim
60175840,Fortaleza/CE,Papicu,Rua Oliveira Martins
60175971,Fortaleza/CE,Papicu,"Avenida Engenheiro Alberto Sá, 1200 "
60175973,Fortaleza/CE,Papicu,"Avenida Engenheiro Santana Júnior, 1133 Loja A "
60176002,Fortaleza/CE,Papicu,Rua Solon Onofre - de 246/247 ao fim
60176005,Fortaleza/CE,Papicu,Vila Prateada
60176010,Fortaleza/CE,Papicu,Rua Amélia Benebien
60176015,Fortaleza/CE,Papicu,Rua Rio Pardo
60176020,Fortaleza/CE,Papicu,Rua Otávio Ferreira Machado
60176025,Fortaleza/CE,Papicu,Travessa Rio Verde
60176032,Fortaleza/CE,Papicu,Rua Doutor Batista de Oliveira - até 729/730
60176035,Fortaleza/CE,Papicu,Vila Serafim
60176040,Fortaleza/CE,Papicu,Vila Crisólita
60176045,Fortaleza/CE,Papicu,Travessa Silva Freitas
60176052,Fortaleza/CE,Papicu,Rua Professor Otávio Lobo - até 449/450
60176055,Fortaleza/CE,Papicu,Travessa Terra do Sol
60176062,Fortaleza/CE,Papicu,Rua Doutor Zamenhof - até 299/300
60176065,Fortaleza/CE,Papicu,Rua Desembargador Lauro Nogueira - de 851/852 ao fim
60176085,Fortaleza/CE,Papicu,Rua Almeida Prado - até 799/800
60176090,Fortaleza/CE,Papicu,Rua Emídio Lobo
60176094,Fortaleza/CE,Papicu,Avenida Dolor Barreira - lado par
60176096,Fortaleza/CE,Papicu,Rua Celestino Vasconcelos
60176100,Fortaleza/CE,Papicu,Rua José Rangel
60176102,Fortaleza/CE,Papicu,Rua Artista Plástico Marcus Jussier
60176104,Fortaleza/CE,Papicu,Rua Cineasta Euselio Oliveira
60176106,Fortaleza/CE,Papicu,Rua Artista Plástico Joaquim de Souza
60176115,Fortaleza/CE,Papicu,Rua César Fonseca - até 269/270
60176125,Fortaleza/CE,Papicu,Rua José Borba Vasconcelos - até 329/330
60176135,Fortaleza/CE,Papicu,Rua Doutor Francisco Matos - até 264/265
60176145,Fortaleza/CE,Papicu,Rua Doutor Ribamar Lobo - até 99/100
60176150,Fortaleza/CE,Papicu,Rua Dom Coutinho
60176155,Fortaleza/CE,Papicu,Rua Santo Afonso
60176180,Fortaleza/CE,Varjota,Travessa Coronel Manuel Jesuíno
60176190,Fortaleza/CE,Papicu,Vila Anfipolis
60176200,Fortaleza/CE,Varjota,Travessa Antônio Coelho
60176210,Fortaleza/CE,Mucuripe,Rua do Centro
60176220,Fortaleza/CE,Mucuripe,Praça dos Coqueiros
60176230,Fortaleza/CE,Mucuripe,Vila Costeira
60176240,Fortaleza/CE,Mucuripe,Rua Dom Amaro
60176250,Fortaleza/CE,Mucuripe,Rua Estrelinha
60176260,Fortaleza/CE,Mucuripe,Vila Félix
60176270,Fortaleza/CE,Mucuripe,Travessa Hele
60176280,Fortaleza/CE,Papicu,Rua Hercílio Luz
60176290,Fortaleza/CE,Varjota,Rua Independência
60176300,Fortaleza/CE,Mucuripe,Travessa Inocêncio
60176310,Fortaleza/CE,Varjota,Praça João Pernambuco
60176320,Fortaleza/CE,Mucuripe,Travessa Júlio Pinto
60176330,Fortaleza/CE,Papicu,Rua Luís André
60176340,Fortaleza/CE,Mucuripe,Vila Mariscos
60176342,Fortaleza/CE,Mucuripe,Rua Doutor José Augusto Ribeiro
60176350,Fortaleza/CE,Mucuripe,Travessa Melusa
60176360,Fortaleza/CE,Mucuripe,Travessa Odacir
60176370,Fortaleza/CE,Mucuripe,Travessa Olga Barroso
60176380,Fortaleza/CE,Mucuripe,Praça Olímpio Meira
60176392,Fortaleza/CE,Mucuripe,Rua das Crianças
60176395,Fortaleza/CE,Mucuripe,Rua Menino Jesus
60176400,Fortaleza/CE,Mucuripe,Rua Professora Maria Cabral
60176401,Fortaleza/CE,Mucuripe,Travessa Francisco Lourenço de Souza
60176410,Fortaleza/CE,Mucuripe,Rua São Vicente
60176420,Fortaleza/CE,Mucuripe,Rua Setúbal
60176440,Fortaleza/CE,Mucuripe,Rua Tereza Hinko
60176450,Fortaleza/CE,Papicu,Rua Professor Tito Miranda
60176530,Fortaleza/CE,Mucuripe,Vila São Raimundo
60177010,Fortaleza/CE,De Lourdes,Avenida Trajano de Medeiros - lado par
60177020,Fortaleza/CE,De Lourdes,Rua Professor Pedro Barroso
60177030,Fortaleza/CE,De Lourdes,Rua Professor Amarílio Cartaxo
60177040,Fortaleza/CE,De Lourdes,Rua Doutor Miranda Leão
60177050,Fortaleza/CE,De Lourdes,Rua Teatrólogo Silvano Serra
60177060,Fortaleza/CE,De Lourdes,Rua Doutor Alexandre Antônio Furtado
60177070,Fortaleza/CE,De Lourdes,Rua Doutor Gerardo Camilo de Aguiar
60177075,Fortaleza/CE,De Lourdes,Avenida Dolor Barreira - lado ímpar
60177080,Fortaleza/CE,De Lourdes,Rua Desembargador Ubirajara Carneiro
60177100,Fortaleza/CE,De Lourdes,Rua Abelardo Ganem
60177110,Fortaleza/CE,De Lourdes,Rua J. P. Morgan
60177120,Fortaleza/CE,De Lourdes,Rua Deputado Flávio Marcílio
60177130,Fortaleza/CE,De Lourdes,Rua Comendador Francisco de Francesco Di Ângelo
60177150,Fortaleza/CE,De Lourdes,Rua Glaura Arruda Alcântara
60177160,Fortaleza/CE,De Lourdes,Rua Doutor Francisco de Araújo
60177170,Fortaleza/CE,De Lourdes,Rua Assis Domingos da Silveira
60177180,Fortaleza/CE,De Lourdes,Rua Isaías Domingos Silveira
60177190,Fortaleza/CE,De Lourdes,Rua Comerciante Assis Vieira
60177200,Fortaleza/CE,De Lourdes,Avenida Professor Euclides César
60177210,Fortaleza/CE,De Lourdes,Rua H (Lot Vereda Atlântica)
60177220,Fortaleza/CE,De Lourdes,Rua Y (Lot Vereda Atlântica)
60177230,Fortaleza/CE,De Lourdes,Rua Vladimir Diogenes
60177240,Fortaleza/CE,De Lourdes,Rua Coronel José Aurélio Câmara
60177250,Fortaleza/CE,De Lourdes,Avenida Engenheiro Luiz Vieira - lado par
60177305,Fortaleza/CE,De Lourdes,Rua Doutor Luís Teixeira de Alcântara
60177315,Fortaleza/CE,De Lourdes,Rua Professor Mozart Solon
60177325,Fortaleza/CE,De Lourdes,Rua Oswaldo Araújo
60177332,Fortaleza/CE,De Lourdes,Rua Doutor Turbay Barreira
60177335,Fortaleza/CE,De Lourdes,Rua Dalva Rodrigues
60177340,Fortaleza/CE,De Lourdes,Rua Gothardo Moraes
60177360,Fortaleza/CE,De Lourdes,Rua Almirante Sores Dutra
60177375,Fortaleza/CE,De Lourdes,Avenida Senador Carlos Jereissati
60177385,Fortaleza/CE,De Lourdes,Rua Júlio Silva
60177395,Fortaleza/CE,De Lourdes,Rua João Nogueira Borges
60177405,Fortaleza/CE,De Lourdes,Rua Francisco Moreira
60177410,Fortaleza/CE,De Lourdes,Rua Professora Francisca Almeida de Sousa
60177415,Fortaleza/CE,De Lourdes,Avenida Santos Dumont - de 7703 a 7855 - lado ímpar
60177420,Fortaleza/CE,De Lourdes,Rua Tâmisa
60177430,Fortaleza/CE,De Lourdes,Rua Marechal Mascarenhas de Morais
60177450,Fortaleza/CE,De Lourdes,Rua A (Lot Colina)
60177460,Fortaleza/CE,De Lourdes,Rua Alberto Assad Bardawil
60177470,Fortaleza/CE,De Lourdes,Rua C (Lot Colina)
60177475,Fortaleza/CE,De Lourdes,Rua D (Lot Colina)
60177480,Fortaleza/CE,De Lourdes,Rua Gontran Nascimento
60177485,Fortaleza/CE,De Lourdes,Rua Vicente de Paula Pessoa
60177490,Fortaleza/CE,De Lourdes,Rua Ricardo Parente Borges
60177495,Fortaleza/CE,De Lourdes,Rua José da Costa Neto
60180005,Fortaleza/CE,Cais do Porto,Avenida Zezé Diogo - até 789/790
60180010,Fortaleza/CE,Cais do Porto,Rua General Murilo Borges
60180012,Fortaleza/CE,Cais do Porto,Avenida Zezé Diogo - de 791/792 a 1479/1480
60180015,Fortaleza/CE,Cais do Porto,Rua Tuninha
60180020,Fortaleza/CE,Cais do Porto,Rua José Anacleto
60180030,Fortaleza/CE,Cais do Porto,Travessa Getúlio Vargas
60180040,Fortaleza/CE,Cais do Porto,Rua Deputado Flávio Marcílio
60180050,Fortaleza/CE,Cais do Porto,Rua São José
60180060,Fortaleza/CE,Cais do Porto,Rua São Pedro
60180070,Fortaleza/CE,Cais do Porto,Rua São Sebastião
60180071,Fortaleza/CE,Cais do Porto,Vila Enígma
60180080,Fortaleza/CE,Cais do Porto,Rua São Francisco
60180100,Fortaleza/CE,Cais do Porto,Rua São Gerardo
60180110,Fortaleza/CE,Cais do Porto,Vila Santo Antônio
60180115,Fortaleza/CE,Cais do Porto,Rua Eliézer Levi
60180120,Fortaleza/CE,Cais do Porto,Rua Vereador José Monteiro
60180130,Fortaleza/CE,Cais do Porto,Travessa Vereador José Monteiro
60180140,Fortaleza/CE,Cais do Porto,Rua Deputado Orzette Filomeno
60180150,Fortaleza/CE,Cais do Porto,Travessa Mendelândia
60180160,Fortaleza/CE,Cais do Porto,Travessa Brizamar
60180170,Fortaleza/CE,Cais do Porto,Rua Mar e Sol
60180180,Fortaleza/CE,Cais do Porto,Vila Lambari
60180190,Fortaleza/CE,Cais do Porto,Rua Titã
60180195,Fortaleza/CE,Cais do Porto,Travessa Titã
60180200,Fortaleza/CE,Cais do Porto,Rua São Raimundo
60180210,Fortaleza/CE,Cais do Porto,Vila Náutica
60180220,Fortaleza/CE,Cais do Porto,Rua Brizamar
60180230,Fortaleza/CE,Cais do Porto,Vila Zeze Diogo
60180240,Fortaleza/CE,Cais do Porto,Vila João Pinho
60180250,Fortaleza/CE,Cais do Porto,Travessa Taguatinga
60180260,Fortaleza/CE,Cais do Porto,Vila Alpina
60180270,Fortaleza/CE,Cais do Porto,Vila Timbó
60180280,Fortaleza/CE,Cais do Porto,Vila Odalisca
60180290,Fortaleza/CE,Cais do Porto,Travessa Aristides Barcelos
60180300,Fortaleza/CE,Cais do Porto,Rua Conefor
60180305,Fortaleza/CE,Cais do Porto,Travessa Conefor
60180310,Fortaleza/CE,Cais do Porto,Rua São Crisóstomo
60180315,Fortaleza/CE,Cais do Porto,Travessa São Crisóstomo
60180320,Fortaleza/CE,Cais do Porto,Rua Amâncio Filomeno
60180321,Fortaleza/CE,Cais do Porto,Travessa Amâncio Filomeno
60180330,Fortaleza/CE,Cais do Porto,Travessa Vicente de Castro
60180335,Fortaleza/CE,Cais do Porto,Rua Vicente de Castro
60180340,Fortaleza/CE,Cais do Porto,Vila Cupece
60180350,Fortaleza/CE,Cais do Porto,Travessa Atlântica
60180355,Fortaleza/CE,Cais do Porto,Vila José do Ouro
60180360,Fortaleza/CE,Cais do Porto,Vila Aratu
60180370,Fortaleza/CE,Cais do Porto,Vila Lírio dos Vales
60180380,Fortaleza/CE,Cais do Porto,Vila Polar
60180390,Fortaleza/CE,Cais do Porto,Rua Guaracy
60180400,Fortaleza/CE,Cais do Porto,Vila Monte Alto
60180405,Fortaleza/CE,Cais do Porto,Rua Várzea Nova
60180410,Fortaleza/CE,Cais do Porto,Avenida Vicente de Castro
60180411,Fortaleza/CE,Cais do Porto,Vila Vicente de Castro
60180415,Fortaleza/CE,Cais do Porto,Rua Benedito Macêdo
60180420,Fortaleza/CE,Cais do Porto,Avenida Leite Barbosa
60180421,Fortaleza/CE,Cais do Porto,Travessa Leite Barbosa
60180422,Fortaleza/CE,Cais do Porto,Praça Amigos da Marinha
60180425,Fortaleza/CE,Cais do Porto,Rua Ernesto Igel
60180426,Fortaleza/CE,Cais do Porto,Rua das Docas
